Источник,Территория,Ключевое слово,Название,Год от,Год до,URL,Описание
gpib,Тарусский уезд,атлас,"Руденко Сергей Иванович, Селиверстов Константин Владимирович, Степанов Николай Михайлович",,,http://elib.shpl.ru/ru/nodes/107184,
gpib,Тарусский уезд,атлас,Ч. 4. Кн. 1 : [атласчертежей]. - [1898].,1898,1898,http://elib.shpl.ru/ru/nodes/25973,
gpib,Тарусский уезд,атлас,"Ильин А. А. Опыт статистическогоатласаРоссийской империи. - СПб., 1874.",1874,1874,http://elib.shpl.ru/ru/nodes/71827,
gpib,Тарусский уезд,атлас,"Атласнормальных чертежей сооружениям по ведомству Министерства государственных имуществ. - СПб., 1842",1842,1842,http://elib.shpl.ru/ru/nodes/76676,
gpib,Тарусский уезд,атлас,Часть карты Московии и Тартарии изатласаСансона,,,http://elib.shpl.ru/ru/nodes/55479,
gpib,Тарусский уезд,топографическая,Инструментальная военно-топографическаясъемка Московской губернии в окресностях г. Москвы 1838 г.,1838,1838,http://elib.shpl.ru/ru/nodes/109548,
gpib,Тарусский уезд,топографическая,Остров Геркулес натопографическойкарте,,,http://elib.shpl.ru/ru/nodes/109255,
gpib,Тарусский уезд,топографическая,Военно-топографическаякарта БогодуховскогоуездаХарьковской губернии,,,http://elib.shpl.ru/ru/nodes/116594,
gpib,Тарусский уезд,топографическая,Мыс Арктический натопографическойкарте 1950-х гг.,1950,1950,http://elib.shpl.ru/ru/nodes/109284,
gpib,Тарусский уезд,топографическая,Мыс Вильда натопографическойкарте,,,http://elib.shpl.ru/ru/nodes/109257,
gpib,Тарусский уезд,топографическая,Полуостров Прончищевой натопографическойкарте,,,http://elib.shpl.ru/ru/nodes/109263,
gpib,Тарусский уезд,топографическая,"Сборник географических,топографическихи статистических материалов по Азии. - СПб. 1883-1914.",1883,1914,http://elib.shpl.ru/ru/nodes/53726,
gpib,Тарусский уезд,топографическая,Мыс Медвежий Яр натопографическойкарте,,,http://elib.shpl.ru/ru/nodes/109262,
gpib,Тарусский уезд,топографическая,Остров Каминского Большой натопографическойкарте,,,http://elib.shpl.ru/ru/nodes/109260,
gpib,Тарусский уезд,топографическая,Остров Вардроппера натопографическойкарте,,,http://elib.shpl.ru/ru/nodes/109258,
gpib,Тарусский уезд,топографическая,Полуостров Михайлова натопографическойкарте,,,http://elib.shpl.ru/ru/nodes/109259,
gpib,Тарусский уезд,топографическая,Район мыса Стерлегова натопографическойкарте,,,http://elib.shpl.ru/ru/nodes/109254,
gpib,Тарусский уезд,топографическая,"Карта Юхновскогоуезда1887 г. (Смоленская губерния), р. Вязьма",,,http://elib.shpl.ru/ru/nodes/114554,
gpib,Тарусский уезд,топографическая,Карта ДорогобужскогоуездаСмоленской губернии 1888 г.,1888,1888,http://elib.shpl.ru/ru/nodes/114570,
gpib,Тарусский уезд,топографическая,Топографическийплан Ираклийского полуострова,,,http://elib.shpl.ru/ru/nodes/79854,
gpib,Тарусский уезд,топографическая,Копия военно-топографическойкарты,,,http://elib.shpl.ru/ru/nodes/59629,
gpib,Тарусский уезд,топографическая,"Река Бобр и ее долина : военно-топографическийочерк. – Варшава, 1900.",1900,1900,http://elib.shpl.ru/ru/nodes/97293,
gpib,Тарусский уезд,топографическая,"Река Бобр и ее долина : военно-топографическоеисследование. – Вильна, 1900.",1900,1900,http://elib.shpl.ru/ru/nodes/97294,
gpib,Тарусский уезд,топографическая,1 : Риго-Шавельский район.- Отд.1 : Военно-топографическийочерк. – 1901.,1901,1901,http://elib.shpl.ru/ru/nodes/97416,
gpib,Тарусский уезд,топографическая,Военно-топографическаякарта генерального штаба: р. Волга,,,http://elib.shpl.ru/ru/nodes/115201,
gpib,Тарусский уезд,топографическая,Военно-топографическаякарта генерального штаба: р. Иловля,,,http://elib.shpl.ru/ru/nodes/115202,
gpib,Тарусский уезд,топографическая,Военно-топографическаякарта генерального штаба: р. Иловля,,,http://elib.shpl.ru/ru/nodes/115208,
gpib,Тарусский уезд,топографическая,"Кавказом в статистическом, этнографическом,топографическоми финансовом отношениях : произведенное и изданное",,,http://elib.shpl.ru/ru/nodes/70312,
gpib,Тарусский уезд,топографическая,Краткие медико-топографическиесведения о старорусских соляных источниках : (с приложением планов города,,,http://elib.shpl.ru/ru/nodes/46020,
gpib,Тарусский уезд,топографическая,Богодуховскийуезд: земские дачи,,,http://elib.shpl.ru/ru/nodes/116593,
gpib,Тарусский уезд,топографическая,"Краткий военно-топографическийочерк крепости Владивосток и ее района. – Владивосток, 1899.",1899,1899,http://elib.shpl.ru/ru/nodes/100161,
gpib,Тарусский уезд,топографическая,Вып. 5 : Минометы; Служба связи; Военно-топографическаяслужба; Санитарная служба; Подготовка войск;,,,http://elib.shpl.ru/ru/nodes/17537,
gpib,Тарусский уезд,топографическая,"Стат градского благочиния или полиции Новгородского наместничества губернского города. – СПб., 1782.",1782,1782,http://elib.shpl.ru/ru/nodes/92338,
gpib,Тарусский уезд,топографическая,Словарь географическо-статистический ЧердынскогоуездаПермской губернии : с приложением карты бассейна,,,http://elib.shpl.ru/ru/nodes/84389,
gpib,Тарусский уезд,топографическая,"Водный бассейн р. Пехорки , схема И. К. Бахтиной",,,http://elib.shpl.ru/ru/nodes/109547,
gpib,Тарусский уезд,топографическая,"Юрьев Д.Топографическоеописание Северного Урала, исследованного Уральскою экспедицией в 1847 и 1848",1847,1848,http://elib.shpl.ru/ru/nodes/12173,
gpib,Тарусский уезд,топографическая,"казенных зданий : составленное по официальнымтопографическимсведениям и документам. - М., 1846.",1846,1846,http://elib.shpl.ru/ru/nodes/13960,
gpib,Тарусский уезд,топографическая,Карта Аткарскогоуезда,,,http://elib.shpl.ru/ru/nodes/53604,
gpib,Тарусский уезд,топографическая,Карта Хвалынскогоуезда,,,http://elib.shpl.ru/ru/nodes/54003,
gpib,Тарусский уезд,топографическая,Карта Царицынскогоуезда,,,http://elib.shpl.ru/ru/nodes/54005,
gpib,Тарусский уезд,топографическая,Карта БалашовскогоуездаСаратовской губернии,,,http://elib.shpl.ru/ru/nodes/53940,
gpib,Тарусский уезд,топографическая,Карта ВольскогоуездаСаратовской губернии,,,http://elib.shpl.ru/ru/nodes/53942,
gpib,Тарусский уезд,топографическая,Карта КамышинскогоуездаСаратовской губернии,,,http://elib.shpl.ru/ru/nodes/53944,
gpib,Тарусский уезд,топографическая,Карта КузнецкогоуездаСаратовской губернии,,,http://elib.shpl.ru/ru/nodes/53946,
gpib,Тарусский уезд,топографическая,Карта СаратовскогоуездаСаратовской губернии,,,http://elib.shpl.ru/ru/nodes/53948,
gpib,Тарусский уезд,топографическая,"Руденко Сергей Иванович, Селиверстов Константин Владимирович, Степанов Николай Михайлович",,,http://elib.shpl.ru/ru/nodes/107184,
gpib,Тарусский уезд,топографическая,Отчетная карта Северного Урала. 1847-1848 гг.,1847,1848,http://elib.shpl.ru/ru/nodes/15198,
gpib,Тарусский уезд,топографическая,План города Березова,,,http://elib.shpl.ru/ru/nodes/13088,
gpib,Тарусский уезд,топографическая,"П. Девять губерний Западно-Русского края втопографическом, геогностическом, статистическом, экономическом",,,http://elib.shpl.ru/ru/nodes/22621,
gpib,Тарусский уезд,топографическая,"его соляно-минеральные источники в медико-топографическом, физико-химическом и врачебном отношениях,",,,http://elib.shpl.ru/ru/nodes/46325,
gpib,Тарусский уезд,топографическая,"Военно-топографическаякарта генерального штаба 1892 г. : Р. Волга, Астраханская губерния",1892,1892,http://elib.shpl.ru/ru/nodes/115174,
gpib,Пермская губерния,карта,КартаПермскойгубернии,,,http://elib.shpl.ru/ru/nodes/55783,
gpib,Пермская губерния,карта,Картаволостей Вологодскойгубернии,,,http://elib.shpl.ru/ru/nodes/115475,
gpib,Пермская губерния,карта,КартаволостейПермскойгубернии,,,http://elib.shpl.ru/ru/nodes/12680,
gpib,Пермская губерния,карта,КвартирнаякартаПермскойгубернии,,,http://elib.shpl.ru/ru/nodes/97370,
gpib,Пермская губерния,карта,"Картареки Камы и её водной системы с прилегающими бассейнами рек Северной Двины, Печоры и Иртыша",,,http://elib.shpl.ru/ru/nodes/116008,
gpib,Пермская губерния,карта,"Харьковскаягуберния.Картагуберний: Харьковской, Орловской, Тамбовской, Воронежской, Курской и Земли",,,http://elib.shpl.ru/ru/nodes/20655,
gpib,Пермская губерния,карта,КартаПермскогои Уфимского наместничеств,,,http://elib.shpl.ru/ru/nodes/58872,
gpib,Пермская губерния,карта,географическо-статистический Чердынского уездаПермскойгубернии: с приложениемкартыбассейна р. Камы и иллюстрациями,,,http://elib.shpl.ru/ru/nodes/84389,
gpib,Пермская губерния,карта,Карта«North Atlantic» (Северная Атлантика) Вильям Борро1576 г.,,,http://elib.shpl.ru/ru/nodes/114065,
gpib,Пермская губерния,карта,"Этнографическаякартагубернийнаселеных зырянами: Вятская, Вологодская,Пермская, Архангельская",,,http://elib.shpl.ru/ru/nodes/106391,
gpib,Пермская губерния,карта,Верхотурского уездаПермскойгуберниис общим историческо-экономическим очерком и приложениемкартыУезда в границах,,,http://elib.shpl.ru/ru/nodes/84390,
gpib,Пермская губерния,карта,"империалистическая война. 1914-1918. Подробная карманнаякартавоенных действий. - М., [1915].",1914,1918,http://elib.shpl.ru/ru/nodes/19216,
gpib,Пермская губерния,карта,"Фрагменткарты«Nova absolutaque Russiae, Moscoviae et Tartariae Descriptio. Authore Antonio Jenkinsono",,,http://elib.shpl.ru/ru/nodes/114048,
gpib,Пермская губерния,карта,«Russia» из атласа «Atlas Sive Cosmographicae Meditationes de Fabrica Mundi et Fabricati Figura ; Orbis Terrae Compendiosa Descriptio Ex peristissimorum totius orbis Gaeographorum operibus desumpta,,,http://elib.shpl.ru/ru/nodes/114083,
gpib,Пермская губерния,карта,"Карта«A coloured manuscript map of the coasts of Norway, Lapland and North West Russia, by William Borough",,,http://elib.shpl.ru/ru/nodes/114047,
gpib,Пермская губерния,карта,Карта«A chart of the coasts of Great Britain and the east coast of Ireland» (Картаберегов Великобритании,,,http://elib.shpl.ru/ru/nodes/114063,
gpib,Пермская губерния,карта,Фрагменткарты«Orbis Terrae Compendiosa Descriptio Quam ex Magna  Universali Mercatoris <. . .> MDLXXXVII»,,,http://elib.shpl.ru/ru/nodes/114067,
gpib,Пермская губерния,карта,Фрагменткарты«Orbis Terrarum Typus De Integro Multis In Locis Emendatus auctore Petro Plancio» Петрус,,,http://elib.shpl.ru/ru/nodes/114069,
gpib,Пермская губерния,карта,"Фрагменткарты«Generale pascaerte van gantsch Europa:  inhoudende de geheele Oostersche, Noortsche en",,,http://elib.shpl.ru/ru/nodes/114068,
gpib,Пермская губерния,карта,"по Вологодскойгубернииза 1917-1924 годы : с приложением схематическойкартыгубернии. - Вологда , 1926",1917,1926,http://elib.shpl.ru/ru/nodes/77910,
gpib,Пермская губерния,карта,Фрагменткарты«Polus Arcticus» из атласа «Atlas Sive Cosmographicae Meditationes de Fabrica  Mundi et,,,http://elib.shpl.ru/ru/nodes/114080,
gpib,Пермская губерния,карта,... за 1872 год : О фабриках и заводах вПермскойгубернии... : [ведомости и приложения]. - [1873].,1872,1873,http://elib.shpl.ru/ru/nodes/81642,
gpib,Пермская губерния,карта,Картаволостей Гродненскойгубернии,,,http://elib.shpl.ru/ru/nodes/115461,
gpib,Пермская губерния,карта,"Русско-японская война (1904-1905).КартаДальнего Востока. – СПб., 1904.",1904,1905,http://elib.shpl.ru/ru/nodes/110320,
gpib,Пермская губерния,карта,"Фрагменткарты«Europam ab Asia & Africa segregant Mare mediterraneum, Euxinus Pontus  (nunc Mare Majus)",,,http://elib.shpl.ru/ru/nodes/114077,
gpib,Пермская губерния,карта,Ельчанинов А. И. Русские географические названия накартеМирового океана как объект нематериального культурного,,,http://elib.shpl.ru/ru/nodes/114993,
gpib,Пермская губерния,карта,Карта«Новая Земля. Культурное и природное наследие» к 60-летию создания ЦП РФ. Масштаб 1 : 1 000 000,,,http://elib.shpl.ru/ru/nodes/111428,
gpib,Пермская губерния,карта,Карта«Carta Marina Et Descriptio Septemtrionalium Terrarum Ac Mirabilium Rerum  In Eis Contentarum Diligentissime,,,http://elib.shpl.ru/ru/nodes/114043,
gpib,Пермская губерния,карта,КартаАрхангельскойгубернии,,,http://elib.shpl.ru/ru/nodes/13114,
gpib,Пермская губерния,карта,КартаТобольскойгубернии,,,http://elib.shpl.ru/ru/nodes/12425,
gpib,Пермская губерния,карта,КартаОлонецкойгубернии,,,http://elib.shpl.ru/ru/nodes/55775,
gpib,Пермская губерния,карта,КартаОренбургскойгубернии,,,http://elib.shpl.ru/ru/nodes/55777,
gpib,Пермская губерния,карта,КартаОрловскойгубернии,,,http://elib.shpl.ru/ru/nodes/55779,
gpib,Пермская губерния,карта,КартаПензенскойгубернии,,,http://elib.shpl.ru/ru/nodes/55781,
gpib,Пермская губерния,карта,КартаВологодскойгубернии,,,http://elib.shpl.ru/ru/nodes/55735,
gpib,Пермская губерния,карта,КартаВоронежскойгубернии,,,http://elib.shpl.ru/ru/nodes/55737,
gpib,Пермская губерния,карта,КартаВятскойгубернии,,,http://elib.shpl.ru/ru/nodes/55739,
gpib,Пермская губерния,карта,КартаЕкатеринославскойгубернии,,,http://elib.shpl.ru/ru/nodes/55763,
gpib,Пермская губерния,карта,КартаКазанскойгубернии,,,http://elib.shpl.ru/ru/nodes/55765,
gpib,Пермская губерния,карта,КартаКостромскойгубернии,,,http://elib.shpl.ru/ru/nodes/55768,
gpib,Пермская губерния,карта,КартаКурскойгубернии,,,http://elib.shpl.ru/ru/nodes/55770,
gpib,Пермская губерния,карта,КартаНижегородскойгубернии,,,http://elib.shpl.ru/ru/nodes/55773,
gpib,Пермская губерния,карта,КартаПсковскойгубернии,,,http://elib.shpl.ru/ru/nodes/56500,
gpib,Пермская губерния,карта,КартаРязанскойгубернии,,,http://elib.shpl.ru/ru/nodes/56502,
gpib,Пермская губерния,карта,КартаСаратовскойгубернии,,,http://elib.shpl.ru/ru/nodes/56504,
gpib,Пермская губерния,карта,КартаСимбирскойгубернии,,,http://elib.shpl.ru/ru/nodes/56506,
gpib,Пермская губерния,карта,КартаСмоленскойгубернии,,,http://elib.shpl.ru/ru/nodes/56508,
gpib,Пермская губерния,карта,КартаТамбовскойгубернии,,,http://elib.shpl.ru/ru/nodes/56549,
gpib,Пермская губерния,карта,КартаУфимскойгубернии,,,http://elib.shpl.ru/ru/nodes/56552,
gpib,Пермская губерния,карта,КартаХерсонскойгубернии,,,http://elib.shpl.ru/ru/nodes/56555,
gpib,Пермская губерния,карта,КартаЯрославскойгубернии,,,http://elib.shpl.ru/ru/nodes/56557,
gpib,Пермская губерния,карта,КартаСанктпетербургскойгубернии,,,http://elib.shpl.ru/ru/nodes/10477,
gpib,Пермская губерния,карта,КартаПолтавскойгубернии.,,,http://elib.shpl.ru/ru/nodes/10283,
gpib,Пермская губерния,карта,КартаТверскойгубернии,,,http://elib.shpl.ru/ru/nodes/10416,
gpib,Пермская губерния,карта,КартаЕнисейскойгубернии,,,http://elib.shpl.ru/ru/nodes/10418,
gpib,Пермская губерния,карта,КартаТаврическойгубернии,,,http://elib.shpl.ru/ru/nodes/10425,
gpib,Пермская губерния,карта,КартаАстраханскойгубернии,,,http://elib.shpl.ru/ru/nodes/30844,
gpib,Пермская губерния,карта,КартаТульскойгубернии,,,http://elib.shpl.ru/ru/nodes/61295,
gpib,Пермская губерния,карта,КартаВладимирскойгубернии,,,http://elib.shpl.ru/ru/nodes/88751,
gpib,Пермская губерния,карта,КартаСамарскойгубернии,,,http://elib.shpl.ru/ru/nodes/88754,
gpib,Пермская губерния,карта,КартаЧерниговскойгубернии,,,http://elib.shpl.ru/ru/nodes/88756,
gpib,Пермская губерния,карта,КартаТомскойгубернии,,,http://elib.shpl.ru/ru/nodes/88758,
gpib,Пермская губерния,карта,КартаКалужскойгубернии,,,http://elib.shpl.ru/ru/nodes/88747,
gpib,Пермская губерния,карта,КартаХарьковскойгубернии,,,http://elib.shpl.ru/ru/nodes/88748,
gpib,Пермская губерния,карта,КартаМосковскойгубернии,,,http://elib.shpl.ru/ru/nodes/88750,
gpib,Пермская губерния,карта,КартаАрхангельскойгубернии,,,http://elib.shpl.ru/ru/nodes/13137,
gpib,Пермская губерния,карта,КартаТаврическойгубернии,,,http://elib.shpl.ru/ru/nodes/93193,
gpib,Пермская губерния,карта,КартаКелецкойгубернии,,,http://elib.shpl.ru/ru/nodes/93796,
gpib,Пермская губерния,карта,КартаСмоленскойгубернии,,,http://elib.shpl.ru/ru/nodes/113427,
gpib,Пермская губерния,карта,КартаКостромскойгубернии,,,http://elib.shpl.ru/ru/nodes/114175,
gpib,Пермская губерния,карта,КартаТомскойгубернии,,,http://elib.shpl.ru/ru/nodes/114187,
gpib,Пермская губерния,карта,КартаВладимирскойгубернии,,,http://elib.shpl.ru/ru/nodes/115089,
gpib,Пермская губерния,карта,КартаТомскойгубернии,,,http://elib.shpl.ru/ru/nodes/114509,
gpib,Пермская губерния,карта,КартаИркутскойгубернии,,,http://elib.shpl.ru/ru/nodes/114519,
gpib,Пермская губерния,карта,КартаТобольскойГубернии,,,http://elib.shpl.ru/ru/nodes/116347,
gpib,Пермская губерния,карта,КартаТомскойгубернии,,,http://elib.shpl.ru/ru/nodes/116348,
gpib,Пермская губерния,карта,КартаЕнисейскойгубернии,,,http://elib.shpl.ru/ru/nodes/116349,
gpib,Пермская губерния,карта,КартаПолтавскойгубернии,,,http://elib.shpl.ru/ru/nodes/115441,
gpib,Пермская губерния,карта,КартаМосковскойгубернии,,,http://elib.shpl.ru/ru/nodes/117938,
gpib,Пермская губерния,карта,КартаТомскойгубернии,,,http://elib.shpl.ru/ru/nodes/118269,
gpib,Пермская губерния,карта,КартаМогилевскойгубернии,,,http://elib.shpl.ru/ru/nodes/77345,
gpib,Пермская губерния,карта,КартаСтавропольскойгубернии,,,http://elib.shpl.ru/ru/nodes/52189,
gpib,Пермская губерния,карта,КартаСувалкскойгубернии,,,http://elib.shpl.ru/ru/nodes/59813,
gpib,Пермская губерния,карта,Картаволостей Архангельскойгубернии,,,http://elib.shpl.ru/ru/nodes/115459,
gpib,Пермская губерния,карта,Остров Геркулес на топографическойкарте,,,http://elib.shpl.ru/ru/nodes/109255,
gpib,Пермская губерния,карта,"Населенные местности Московскойгубернии: С алфавитным указателем икартойМосковской губ. - М., 1913.",1913,1913,http://elib.shpl.ru/ru/nodes/8422,
gpib,Пермская губерния,карта,"Этнографическаякартабелорусского племени. - Пг., 1917. - (Труды Комиссии по изучению племенного состава",1917,1917,http://elib.shpl.ru/ru/nodes/46413,
gpib,Пермская губерния,карта,Картаволостей Астраханскойгубернии,,,http://elib.shpl.ru/ru/nodes/115465,
gpib,Пермская губерния,карта,"Руденко Сергей Иванович, Селиверстов Константин Владимирович, Степанов Николай Михайлович",,,http://elib.shpl.ru/ru/nodes/107184,
gpib,Пермская губерния,карта,… в 1899 году : [прилагается дорожнаякартаСибири]. - 1899. -  (Справочные издания Переселенческого,1899,1899,http://elib.shpl.ru/ru/nodes/45981,
gpib,Пермская губерния,карта,... в 1900 году : [прилагается путеваякартаСибири]. - 1900. - (Справочные издания Переселенческого,1900,1900,http://elib.shpl.ru/ru/nodes/45992,
gpib,Пермская губерния,план,Карта волостейПермскойгубернии,,,http://elib.shpl.ru/ru/nodes/12680,
gpib,Пермская губерния,план,КартаПермскойгубернии,,,http://elib.shpl.ru/ru/nodes/55783,
gpib,Пермская губерния,план,Квартирная картаПермскойгубернии,,,http://elib.shpl.ru/ru/nodes/97370,
gpib,Пермская губерния,план,"Всероссийская лесная конференция (1921 ; Москва). Труды Всероссийской лесной конференции, 10-17-го ноября 1921 года в Москве. Вып. 1. - [М.], 1922.",1921,1922,http://elib.shpl.ru/ru/nodes/49279,
gpib,Пермская губерния,план,... за 1872 год : О фабриках и заводах вПермскойгубернии... : [ведомости и приложения]. - [1873].,1872,1873,http://elib.shpl.ru/ru/nodes/81642,
gpib,Пермская губерния,план,ПланХолма Люблинскойгубернии,,,http://elib.shpl.ru/ru/nodes/117092,
gpib,Пермская губерния,план,"Карта реки Камы и её водной системы с прилегающими бассейнами рек Северной Двины, Печоры и Иртыша",,,http://elib.shpl.ru/ru/nodes/116008,
gpib,Пермская губерния,план,Карта волостей Архангельскойгубернии,,,http://elib.shpl.ru/ru/nodes/115459,
gpib,Пермская губерния,план,"Руденко Сергей Иванович, Селиверстов Константин Владимирович, Степанов Николай Михайлович",,,http://elib.shpl.ru/ru/nodes/107184,
gpib,Пермская губерния,план,Карта волостей Вологодскойгубернии,,,http://elib.shpl.ru/ru/nodes/115475,
gpib,Пермская губерния,план,"Куйбышев В. В. Второй пятилетнийплан. – М., 1934.",1934,1934,http://elib.shpl.ru/ru/nodes/95722,
gpib,Пермская губерния,план,"Этнографическая картагубернийнаселеных зырянами: Вятская, Вологодская,Пермская, Архангельская",,,http://elib.shpl.ru/ru/nodes/106391,
gpib,Пермская губерния,план,Сперанский М. М.Плангосударственного преобразования графа М. М. Сперанского : (Введение к Уложению,,,http://elib.shpl.ru/ru/nodes/4957,
gpib,Пермская губерния,план,Карта волостей Курскойгубернии,,,http://elib.shpl.ru/ru/nodes/115467,
gpib,Пермская губерния,план,Карта волостей Могилевскойгубернии,,,http://elib.shpl.ru/ru/nodes/115469,
gpib,Пермская губерния,план,Карта волостей Киевскойгубернии,,,http://elib.shpl.ru/ru/nodes/115463,
gpib,Пермская губерния,план,"издания [Московского Совета] : С приложением новогопланаг. Москвы. - [М.], 1931.",1931,1931,http://elib.shpl.ru/ru/nodes/19227,
gpib,Пермская губерния,план,"издания Московского Совета] : С приложение новогопланаг. Москвы. - М., 1925.",1925,1925,http://elib.shpl.ru/ru/nodes/19421,
gpib,Пермская губерния,план,"издания Московского Совета : С приложением новогопланаг.Москвы. - М., 1927.",1927,1927,http://elib.shpl.ru/ru/nodes/19226,
gpib,Пермская губерния,план,"издания Московского Совета : С приложением новогопланаг.Москвы. - М., 1929.",1929,1929,http://elib.shpl.ru/ru/nodes/19457,
gpib,Пермская губерния,план,"... на 1924 год : С приложением новогопланаМосквы. - М.; Пг., 1924.",1924,1924,http://elib.shpl.ru/ru/nodes/19455,
gpib,Пермская губерния,план,... на 1930 год с приложением новогопланаг. Москвы. : 6-й год издания. - 1930.,1930,1930,http://elib.shpl.ru/ru/nodes/14379,
gpib,Пермская губерния,план,"издания Московского Совета : С приложением новогопланаг. Москвы. - М., 1928.",1928,1928,http://elib.shpl.ru/ru/nodes/19473,
gpib,Пермская губерния,план,"издания Московского Совета] : С приложением новогопланаг.Москвы. - М., 1926.",1926,1926,http://elib.shpl.ru/ru/nodes/19472,
gpib,Пермская губерния,план,Планкрепости Порт-Артур,,,http://elib.shpl.ru/ru/nodes/107111,
gpib,Пермская губерния,план,КартаПермскогои Уфимского наместничеств,,,http://elib.shpl.ru/ru/nodes/58872,
gpib,Пермская губерния,план,"Москва впланах: справочник-путеводитель : с приложением 18плановгор. Москвы, 38 схем маршрутов трамвайного",,,http://elib.shpl.ru/ru/nodes/55844,
gpib,Пермская губерния,план,"Ленин В. И. Земская кампания иплан""Искры"". – Женева, 1904.",1904,1904,http://elib.shpl.ru/ru/nodes/92158,
gpib,Пермская губерния,план,"Лекоент де Лаво Г. Путеводитель в Москве, изданный Сергеем Глинкой сообразно французскому подлиннику Г. Лекоента де Лаво с некоторыми пересочиненными и дополненными статьями : Изъяснение топографическ",,,http://elib.shpl.ru/ru/nodes/50007,
gpib,Пермская губерния,план,"Материалы по низовому районированию Самарскойгубернии: проект Самарского губплана. - Самара, 1928.",1928,1928,http://elib.shpl.ru/ru/nodes/81394,
gpib,Пермская губерния,план,Схема размещения на территории Тамбовскойгуберниикрупнопоместных дворянских усадеб,,,http://elib.shpl.ru/ru/nodes/109711,
gpib,Пермская губерния,план,"Петроград.Плангорода Петрограда, исправленный на 1916 год : Напланеобозначены номера домов. Новый",1916,1916,http://elib.shpl.ru/ru/nodes/18931,
gpib,Пермская губерния,план,Перспективный и операционныйпланмероприятий по восстановлению и развитию сельского и лесного хозяйства,,,http://elib.shpl.ru/ru/nodes/84580,
gpib,Пермская губерния,план,"Запорожья. – Запорожье, 1926. – ([Издания] / Окр.план. комис.; вып. 1) .",1926,1926,http://elib.shpl.ru/ru/nodes/101195,
gpib,Пермская губерния,план,"Планземель г. Смоленск, смежных с выгонными землями и казенными дачами. Рубеж XVIII–XIX вв.",,,http://elib.shpl.ru/ru/nodes/111336,
gpib,Пермская губерния,план,Плангорода Горбатова Нижегородскойгубернииза 1854 г.,1854,1854,http://elib.shpl.ru/ru/nodes/116688,
gpib,Пермская губерния,атлас,Карта волостейПермскойгубернии,,,http://elib.shpl.ru/ru/nodes/12680,
gpib,Пермская губерния,атлас,КартаПермскойгубернии,,,http://elib.shpl.ru/ru/nodes/55783,
gpib,Пермская губерния,атлас,Фрагмент карты «Polus Arcticus» изатласа«Atlas Sive Cosmographicae Meditationes de Fabrica  Mundi et,,,http://elib.shpl.ru/ru/nodes/114080,
gpib,Пермская губерния,атлас,Квартирная картаПермскойгубернии,,,http://elib.shpl.ru/ru/nodes/97370,
gpib,Пермская губерния,атлас,"Карманный почтовыйатласвсей Российской империи, разделенной нагубернии, с показанием главных почтовых",,,http://elib.shpl.ru/ru/nodes/20691,
gpib,Пермская губерния,атлас,[Атлас]. - 1854.,1854,1854,http://elib.shpl.ru/ru/nodes/82245,
gpib,Пермская губерния,атлас,"Эмпирические законы действия русского суда присяжных : (сатласом). - М., 1896.",1896,1896,http://elib.shpl.ru/ru/nodes/3064,
gpib,Пермская губерния,атлас,... за 1872 год : О фабриках и заводах вПермскойгубернии... : [ведомости и приложения]. - [1873].,1872,1873,http://elib.shpl.ru/ru/nodes/81642,
gpib,Пермская губерния,атлас,"Карта реки Камы и её водной системы с прилегающими бассейнами рек Северной Двины, Печоры и Иртыша",,,http://elib.shpl.ru/ru/nodes/116008,
gpib,Пермская губерния,атлас,«Russia» изатласа«Atlas Sive Cosmographicae Meditationes de Fabrica Mundi et Fabricati Figura ; Orbis,,,http://elib.shpl.ru/ru/nodes/114083,
gpib,Пермская губерния,атлас,Карта волостей Архангельскойгубернии,,,http://elib.shpl.ru/ru/nodes/115459,
gpib,Пермская губерния,атлас,"Руденко Сергей Иванович, Селиверстов Константин Владимирович, Степанов Николай Михайлович",,,http://elib.shpl.ru/ru/nodes/107184,
gpib,Пермская губерния,атлас,Карта волостей Вологодскойгубернии,,,http://elib.shpl.ru/ru/nodes/115475,
gpib,Пермская губерния,атлас,"Клепиков С. А. Сельское хозяйство России в цифрах : [атласдиаграмм и картограмм]. - М., [1924].",1924,1924,http://elib.shpl.ru/ru/nodes/24106,
gpib,Пермская губерния,атлас,"Карманный почтовойатласРоссийской империи, разделенный нагубернии, с показанием главных почтовых дорог",,,http://elib.shpl.ru/ru/nodes/100587,
gpib,Пермская губерния,атлас,"Этнографическая картагубернийнаселеных зырянами: Вятская, Вологодская,Пермская, Архангельская",,,http://elib.shpl.ru/ru/nodes/106391,
gpib,Пермская губерния,атлас,Карта волостей Курскойгубернии,,,http://elib.shpl.ru/ru/nodes/115467,
gpib,Пермская губерния,атлас,Карта волостей Могилевскойгубернии,,,http://elib.shpl.ru/ru/nodes/115469,
gpib,Пермская губерния,атлас,Карта волостей Киевскойгубернии,,,http://elib.shpl.ru/ru/nodes/115463,
gpib,Пермская губерния,атлас,"А. Ф. Географический и статистический карманныйатласРоссии. - СПб., 1907.",1907,1907,http://elib.shpl.ru/ru/nodes/72362,
gpib,Пермская губерния,атлас,[Атласиллюстраций и карт. – 1802].,1802,1802,http://elib.shpl.ru/ru/nodes/100502,
gpib,Пермская губерния,атлас,"Статистическийатласгорода Москвы. - М., 1890.",1890,1890,http://elib.shpl.ru/ru/nodes/70657,
