Источник,Территория,Ключевое слово,Название,Год от,Год до,URL,Описание
gpib,Калужская губерния,карта,КартаКалужскойгубернии,,,http://elib.shpl.ru/ru/nodes/88747,
gpib,Калужская губерния,карта,Картаволостей Вологодскойгубернии,,,http://elib.shpl.ru/ru/nodes/115475,
gpib,Калужская губерния,карта,"Т. 76, № 1 : ДиалектологическаякартаКалужскойгубернии. - 1903.",1903,1903,http://elib.shpl.ru/ru/nodes/85795,
gpib,Калужская губерния,карта,"Харьковскаягуберния.Картагуберний: Харьковской, Орловской, Тамбовской, Воронежской, Курской и Земли",,,http://elib.shpl.ru/ru/nodes/20655,
gpib,Калужская губерния,карта,Карта«North Atlantic» (Северная Атлантика) Вильям Борро1576 г.,,,http://elib.shpl.ru/ru/nodes/114065,
gpib,Калужская губерния,карта,"империалистическая война. 1914-1918. Подробная карманнаякартавоенных действий. - М., [1915].",1914,1918,http://elib.shpl.ru/ru/nodes/19216,
gpib,Калужская губерния,карта,"КартаСмоленского,Калужскогои Могилевского наместничеств",,,http://elib.shpl.ru/ru/nodes/58873,
gpib,Калужская губерния,карта,"Фрагменткарты«Nova absolutaque Russiae, Moscoviae et Tartariae Descriptio. Authore Antonio Jenkinsono",,,http://elib.shpl.ru/ru/nodes/114048,
gpib,Калужская губерния,карта,«Russia» из атласа «Atlas Sive Cosmographicae Meditationes de Fabrica Mundi et Fabricati Figura ; Orbis Terrae Compendiosa Descriptio Ex peristissimorum totius orbis Gaeographorum operibus desumpta,,,http://elib.shpl.ru/ru/nodes/114083,
gpib,Калужская губерния,карта,"Карта«A coloured manuscript map of the coasts of Norway, Lapland and North West Russia, by William Borough",,,http://elib.shpl.ru/ru/nodes/114047,
gpib,Калужская губерния,карта,Карта«A chart of the coasts of Great Britain and the east coast of Ireland» (Картаберегов Великобритании,,,http://elib.shpl.ru/ru/nodes/114063,
gpib,Калужская губерния,карта,Фрагменткарты«Orbis Terrae Compendiosa Descriptio Quam ex Magna  Universali Mercatoris <. . .> MDLXXXVII»,,,http://elib.shpl.ru/ru/nodes/114067,
gpib,Калужская губерния,карта,Фрагменткарты«Orbis Terrarum Typus De Integro Multis In Locis Emendatus auctore Petro Plancio» Петрус,,,http://elib.shpl.ru/ru/nodes/114069,
gpib,Калужская губерния,карта,"Фрагменткарты«Generale pascaerte van gantsch Europa:  inhoudende de geheele Oostersche, Noortsche en",,,http://elib.shpl.ru/ru/nodes/114068,
gpib,Калужская губерния,карта,"по Вологодскойгубернииза 1917-1924 годы : с приложением схематическойкартыгубернии. - Вологда , 1926",1917,1926,http://elib.shpl.ru/ru/nodes/77910,
gpib,Калужская губерния,карта,Фрагменткарты«Polus Arcticus» из атласа «Atlas Sive Cosmographicae Meditationes de Fabrica  Mundi et,,,http://elib.shpl.ru/ru/nodes/114080,
gpib,Калужская губерния,карта,Картаволостей Гродненскойгубернии,,,http://elib.shpl.ru/ru/nodes/115461,
gpib,Калужская губерния,карта,"Русско-японская война (1904-1905).КартаДальнего Востока. – СПб., 1904.",1904,1905,http://elib.shpl.ru/ru/nodes/110320,
gpib,Калужская губерния,карта,: Текст : с приложением схематической почвеннойкартыМещовского уезда. - 1912.,1912,1912,http://elib.shpl.ru/ru/nodes/78314,
gpib,Калужская губерния,карта,"Фрагменткарты«Europam ab Asia & Africa segregant Mare mediterraneum, Euxinus Pontus  (nunc Mare Majus)",,,http://elib.shpl.ru/ru/nodes/114077,
gpib,Калужская губерния,карта,Ельчанинов А. И. Русские географические названия накартеМирового океана как объект нематериального культурного,,,http://elib.shpl.ru/ru/nodes/114993,
gpib,Калужская губерния,карта,Карта«Новая Земля. Культурное и природное наследие» к 60-летию создания ЦП РФ. Масштаб 1 : 1 000 000,,,http://elib.shpl.ru/ru/nodes/111428,
gpib,Калужская губерния,карта,Карта«Carta Marina Et Descriptio Septemtrionalium Terrarum Ac Mirabilium Rerum  In Eis Contentarum Diligentissime,,,http://elib.shpl.ru/ru/nodes/114043,
gpib,Калужская губерния,карта,КартаАрхангельскойгубернии,,,http://elib.shpl.ru/ru/nodes/13114,
gpib,Калужская губерния,карта,КартаТобольскойгубернии,,,http://elib.shpl.ru/ru/nodes/12425,
gpib,Калужская губерния,карта,КартаОлонецкойгубернии,,,http://elib.shpl.ru/ru/nodes/55775,
gpib,Калужская губерния,карта,КартаОренбургскойгубернии,,,http://elib.shpl.ru/ru/nodes/55777,
gpib,Калужская губерния,карта,КартаОрловскойгубернии,,,http://elib.shpl.ru/ru/nodes/55779,
gpib,Калужская губерния,карта,КартаПензенскойгубернии,,,http://elib.shpl.ru/ru/nodes/55781,
gpib,Калужская губерния,карта,КартаПермскойгубернии,,,http://elib.shpl.ru/ru/nodes/55783,
gpib,Калужская губерния,карта,КартаВологодскойгубернии,,,http://elib.shpl.ru/ru/nodes/55735,
gpib,Калужская губерния,карта,КартаВоронежскойгубернии,,,http://elib.shpl.ru/ru/nodes/55737,
gpib,Калужская губерния,карта,КартаВятскойгубернии,,,http://elib.shpl.ru/ru/nodes/55739,
gpib,Калужская губерния,карта,КартаЕкатеринославскойгубернии,,,http://elib.shpl.ru/ru/nodes/55763,
gpib,Калужская губерния,карта,КартаКазанскойгубернии,,,http://elib.shpl.ru/ru/nodes/55765,
gpib,Калужская губерния,карта,КартаКостромскойгубернии,,,http://elib.shpl.ru/ru/nodes/55768,
gpib,Калужская губерния,карта,КартаКурскойгубернии,,,http://elib.shpl.ru/ru/nodes/55770,
gpib,Калужская губерния,карта,КартаНижегородскойгубернии,,,http://elib.shpl.ru/ru/nodes/55773,
gpib,Калужская губерния,карта,КартаПсковскойгубернии,,,http://elib.shpl.ru/ru/nodes/56500,
gpib,Калужская губерния,карта,КартаРязанскойгубернии,,,http://elib.shpl.ru/ru/nodes/56502,
gpib,Калужская губерния,карта,КартаСаратовскойгубернии,,,http://elib.shpl.ru/ru/nodes/56504,
gpib,Калужская губерния,карта,КартаСимбирскойгубернии,,,http://elib.shpl.ru/ru/nodes/56506,
gpib,Калужская губерния,карта,КартаСмоленскойгубернии,,,http://elib.shpl.ru/ru/nodes/56508,
gpib,Калужская губерния,карта,КартаТамбовскойгубернии,,,http://elib.shpl.ru/ru/nodes/56549,
gpib,Калужская губерния,карта,КартаУфимскойгубернии,,,http://elib.shpl.ru/ru/nodes/56552,
gpib,Калужская губерния,карта,КартаХерсонскойгубернии,,,http://elib.shpl.ru/ru/nodes/56555,
gpib,Калужская губерния,карта,КартаЯрославскойгубернии,,,http://elib.shpl.ru/ru/nodes/56557,
gpib,Калужская губерния,карта,КартаСанктпетербургскойгубернии,,,http://elib.shpl.ru/ru/nodes/10477,
gpib,Калужская губерния,карта,КартаПолтавскойгубернии.,,,http://elib.shpl.ru/ru/nodes/10283,
gpib,Калужская губерния,карта,КартаТверскойгубернии,,,http://elib.shpl.ru/ru/nodes/10416,
gpib,Калужская губерния,карта,КартаЕнисейскойгубернии,,,http://elib.shpl.ru/ru/nodes/10418,
gpib,Калужская губерния,карта,КартаТаврическойгубернии,,,http://elib.shpl.ru/ru/nodes/10425,
gpib,Калужская губерния,карта,КартаАстраханскойгубернии,,,http://elib.shpl.ru/ru/nodes/30844,
gpib,Калужская губерния,карта,КартаТульскойгубернии,,,http://elib.shpl.ru/ru/nodes/61295,
gpib,Калужская губерния,карта,КартаВладимирскойгубернии,,,http://elib.shpl.ru/ru/nodes/88751,
gpib,Калужская губерния,карта,КартаСамарскойгубернии,,,http://elib.shpl.ru/ru/nodes/88754,
gpib,Калужская губерния,карта,КартаЧерниговскойгубернии,,,http://elib.shpl.ru/ru/nodes/88756,
gpib,Калужская губерния,карта,КартаТомскойгубернии,,,http://elib.shpl.ru/ru/nodes/88758,
gpib,Калужская губерния,карта,КартаХарьковскойгубернии,,,http://elib.shpl.ru/ru/nodes/88748,
gpib,Калужская губерния,карта,КартаМосковскойгубернии,,,http://elib.shpl.ru/ru/nodes/88750,
gpib,Калужская губерния,карта,КартаАрхангельскойгубернии,,,http://elib.shpl.ru/ru/nodes/13137,
gpib,Калужская губерния,карта,КартаТаврическойгубернии,,,http://elib.shpl.ru/ru/nodes/93193,
gpib,Калужская губерния,карта,КартаКелецкойгубернии,,,http://elib.shpl.ru/ru/nodes/93796,
gpib,Калужская губерния,карта,КартаСмоленскойгубернии,,,http://elib.shpl.ru/ru/nodes/113427,
gpib,Калужская губерния,карта,КартаКостромскойгубернии,,,http://elib.shpl.ru/ru/nodes/114175,
gpib,Калужская губерния,карта,КартаТомскойгубернии,,,http://elib.shpl.ru/ru/nodes/114187,
gpib,Калужская губерния,карта,КартаВладимирскойгубернии,,,http://elib.shpl.ru/ru/nodes/115089,
gpib,Калужская губерния,карта,КартаТомскойгубернии,,,http://elib.shpl.ru/ru/nodes/114509,
gpib,Калужская губерния,карта,КартаИркутскойгубернии,,,http://elib.shpl.ru/ru/nodes/114519,
gpib,Калужская губерния,карта,КартаТобольскойГубернии,,,http://elib.shpl.ru/ru/nodes/116347,
gpib,Калужская губерния,карта,КартаТомскойгубернии,,,http://elib.shpl.ru/ru/nodes/116348,
gpib,Калужская губерния,карта,КартаЕнисейскойгубернии,,,http://elib.shpl.ru/ru/nodes/116349,
gpib,Калужская губерния,карта,КартаПолтавскойгубернии,,,http://elib.shpl.ru/ru/nodes/115441,
gpib,Калужская губерния,карта,КартаМосковскойгубернии,,,http://elib.shpl.ru/ru/nodes/117938,
gpib,Калужская губерния,карта,КартаТомскойгубернии,,,http://elib.shpl.ru/ru/nodes/118269,
gpib,Калужская губерния,карта,КартаМогилевскойгубернии,,,http://elib.shpl.ru/ru/nodes/77345,
gpib,Калужская губерния,карта,КартаСтавропольскойгубернии,,,http://elib.shpl.ru/ru/nodes/52189,
gpib,Калужская губерния,карта,КартаСувалкскойгубернии,,,http://elib.shpl.ru/ru/nodes/59813,
gpib,Калужская губерния,карта,собственности : с приложением схематической почвеннойкарты. - 1913.,1913,1913,http://elib.shpl.ru/ru/nodes/78366,
gpib,Калужская губерния,карта,Картаволостей Архангельскойгубернии,,,http://elib.shpl.ru/ru/nodes/115459,
gpib,Калужская губерния,карта,Остров Геркулес на топографическойкарте,,,http://elib.shpl.ru/ru/nodes/109255,
gpib,Калужская губерния,карта,"Населенные местности Московскойгубернии: С алфавитным указателем икартойМосковской губ. - М., 1913.",1913,1913,http://elib.shpl.ru/ru/nodes/8422,
gpib,Калужская губерния,карта,"Этнографическаякартабелорусского племени. - Пг., 1917. - (Труды Комиссии по изучению племенного состава",1917,1917,http://elib.shpl.ru/ru/nodes/46413,
gpib,Калужская губерния,карта,Картаволостей Астраханскойгубернии,,,http://elib.shpl.ru/ru/nodes/115465,
gpib,Калужская губерния,карта,"Руденко Сергей Иванович, Селиверстов Константин Владимирович, Степанов Николай Михайлович",,,http://elib.shpl.ru/ru/nodes/107184,
gpib,Калужская губерния,карта,… в 1899 году : [прилагается дорожнаякартаСибири]. - 1899. -  (Справочные издания Переселенческого,1899,1899,http://elib.shpl.ru/ru/nodes/45981,
gpib,Калужская губерния,карта,... в 1900 году : [прилагается путеваякартаСибири]. - 1900. - (Справочные издания Переселенческого,1900,1900,http://elib.shpl.ru/ru/nodes/45992,
gpib,Калужская губерния,план,КартаКалужскойгубернии,,,http://elib.shpl.ru/ru/nodes/88747,
gpib,Калужская губерния,план,1 : с приложением 8-ми генеральных поволостныхпланов. - 1904.,1904,1904,http://elib.shpl.ru/ru/nodes/78313,
gpib,Калужская губерния,план,ПланХолма Люблинскойгубернии,,,http://elib.shpl.ru/ru/nodes/117092,
gpib,Калужская губерния,план,"Всероссийская лесная конференция (1921 ; Москва). Труды Всероссийской лесной конференции, 10-17-го ноября 1921 года в Москве. Вып. 1. - [М.], 1922.",1921,1922,http://elib.shpl.ru/ru/nodes/49279,
gpib,Калужская губерния,план,Т. 2 : Лихвинский уезд. Вып. 2 :Планвыработки общих оснований оценки земельных угодий. - 1904.,1904,1904,http://elib.shpl.ru/ru/nodes/78309,
gpib,Калужская губерния,план,Карта волостей Архангельскойгубернии,,,http://elib.shpl.ru/ru/nodes/115459,
gpib,Калужская губерния,план,"Т. 76, № 1 : Диалектологическая картаКалужскойгубернии. - 1903.",1903,1903,http://elib.shpl.ru/ru/nodes/85795,
gpib,Калужская губерния,план,"Руденко Сергей Иванович, Селиверстов Константин Владимирович, Степанов Николай Михайлович",,,http://elib.shpl.ru/ru/nodes/107184,
gpib,Калужская губерния,план,Карта волостей Вологодскойгубернии,,,http://elib.shpl.ru/ru/nodes/115475,
gpib,Калужская губерния,план,"Куйбышев В. В. Второй пятилетнийплан. – М., 1934.",1934,1934,http://elib.shpl.ru/ru/nodes/95722,
gpib,Калужская губерния,план,БоровскКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/607,
gpib,Калужская губерния,план,ЖиздраКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/608,
gpib,Калужская губерния,план,КозельскКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/609,
gpib,Калужская губерния,план,ЛихвинКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/610,
gpib,Калужская губерния,план,МалоярославецКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/611,
gpib,Калужская губерния,план,МедыньКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/612,
gpib,Калужская губерния,план,МещовскКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/613,
gpib,Калужская губерния,план,МосальскКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/614,
gpib,Калужская губерния,план,ПеремышльКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/615,
gpib,Калужская губерния,план,СерпейскКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/616,
gpib,Калужская губерния,план,ТарусаКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/617,
gpib,Калужская губерния,план,"издания [Московского Совета] : С приложением новогопланаг. Москвы. - [М.], 1931.",1931,1931,http://elib.shpl.ru/ru/nodes/19227,
gpib,Калужская губерния,план,"издания Московского Совета] : С приложение новогопланаг. Москвы. - М., 1925.",1925,1925,http://elib.shpl.ru/ru/nodes/19421,
gpib,Калужская губерния,план,"издания Московского Совета : С приложением новогопланаг.Москвы. - М., 1927.",1927,1927,http://elib.shpl.ru/ru/nodes/19226,
gpib,Калужская губерния,план,"издания Московского Совета : С приложением новогопланаг.Москвы. - М., 1929.",1929,1929,http://elib.shpl.ru/ru/nodes/19457,
gpib,Калужская губерния,план,"... на 1924 год : С приложением новогопланаМосквы. - М.; Пг., 1924.",1924,1924,http://elib.shpl.ru/ru/nodes/19455,
gpib,Калужская губерния,план,... на 1930 год с приложением новогопланаг. Москвы. : 6-й год издания. - 1930.,1930,1930,http://elib.shpl.ru/ru/nodes/14379,
gpib,Калужская губерния,план,"издания Московского Совета : С приложением новогопланаг. Москвы. - М., 1928.",1928,1928,http://elib.shpl.ru/ru/nodes/19473,
gpib,Калужская губерния,план,"издания Московского Совета] : С приложением новогопланаг.Москвы. - М., 1926.",1926,1926,http://elib.shpl.ru/ru/nodes/19472,
gpib,Калужская губерния,план,Планкрепости Порт-Артур,,,http://elib.shpl.ru/ru/nodes/107111,
gpib,Калужская губерния,план,Карта Московской промышленной области и Верхняго Поволжья,,,http://elib.shpl.ru/ru/nodes/171,
gpib,Калужская губерния,план,"Москва впланах: справочник-путеводитель : с приложением 18плановгор. Москвы, 38 схем маршрутов трамвайного",,,http://elib.shpl.ru/ru/nodes/55844,
gpib,Калужская губерния,план,"Ленин В. И. Земская кампания иплан""Искры"". – Женева, 1904.",1904,1904,http://elib.shpl.ru/ru/nodes/92158,
gpib,Калужская губерния,план,"Лекоент де Лаво Г. Путеводитель в Москве, изданный Сергеем Глинкой сообразно французскому подлиннику Г. Лекоента де Лаво с некоторыми пересочиненными и дополненными статьями : Изъяснение топографическ",,,http://elib.shpl.ru/ru/nodes/50007,
gpib,Калужская губерния,план,"Материалы по низовому районированию Самарскойгубернии: проект Самарского губплана. - Самара, 1928.",1928,1928,http://elib.shpl.ru/ru/nodes/81394,
gpib,Калужская губерния,план,Схема размещения на территории Тамбовскойгуберниикрупнопоместных дворянских усадеб,,,http://elib.shpl.ru/ru/nodes/109711,
gpib,Калужская губерния,атлас,"АтласКалужскогонаместничества, состоящего из двенадцати городов и уездов... Описании и алфавиты к Калужскому",,,http://elib.shpl.ru/ru/nodes/100774,
gpib,Калужская губерния,атлас,КартаКалужскойгубернии,,,http://elib.shpl.ru/ru/nodes/88747,
gpib,Калужская губерния,атлас,Фрагмент карты «Polus Arcticus» изатласа«Atlas Sive Cosmographicae Meditationes de Fabrica  Mundi et,,,http://elib.shpl.ru/ru/nodes/114080,
gpib,Калужская губерния,атлас,"Карманный почтовыйатласвсей Российской империи, разделенной нагубернии, с показанием главных почтовых",,,http://elib.shpl.ru/ru/nodes/20691,
gpib,Калужская губерния,атлас,[Атлас]. - 1854.,1854,1854,http://elib.shpl.ru/ru/nodes/82245,
gpib,Калужская губерния,атлас,"Эмпирические законы действия русского суда присяжных : (сатласом). - М., 1896.",1896,1896,http://elib.shpl.ru/ru/nodes/3064,
gpib,Калужская губерния,атлас,«Russia» изатласа«Atlas Sive Cosmographicae Meditationes de Fabrica Mundi et Fabricati Figura ; Orbis,,,http://elib.shpl.ru/ru/nodes/114083,
gpib,Калужская губерния,атлас,Карта волостей Архангельскойгубернии,,,http://elib.shpl.ru/ru/nodes/115459,
gpib,Калужская губерния,атлас,"Т. 76, № 1 : Диалектологическая картаКалужскойгубернии. - 1903.",1903,1903,http://elib.shpl.ru/ru/nodes/85795,
gpib,Калужская губерния,атлас,"Руденко Сергей Иванович, Селиверстов Константин Владимирович, Степанов Николай Михайлович",,,http://elib.shpl.ru/ru/nodes/107184,
gpib,Калужская губерния,атлас,Карта волостей Вологодскойгубернии,,,http://elib.shpl.ru/ru/nodes/115475,
gpib,Калужская губерния,атлас,"Клепиков С. А. Сельское хозяйство России в цифрах : [атласдиаграмм и картограмм]. - М., [1924].",1924,1924,http://elib.shpl.ru/ru/nodes/24106,
gpib,Калужская губерния,атлас,"Карманный почтовойатласРоссийской империи, разделенный нагубернии, с показанием главных почтовых дорог",,,http://elib.shpl.ru/ru/nodes/100587,
gpib,Калужская губерния,атлас,БоровскКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/607,
gpib,Калужская губерния,атлас,ЖиздраКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/608,
gpib,Калужская губерния,атлас,КозельскКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/609,
gpib,Калужская губерния,атлас,ЛихвинКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/610,
gpib,Калужская губерния,атлас,МалоярославецКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/611,
gpib,Калужская губерния,атлас,МедыньКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/612,
gpib,Калужская губерния,атлас,МещовскКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/613,
gpib,Калужская губерния,атлас,МосальскКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/614,
gpib,Калужская губерния,атлас,ПеремышльКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/615,
gpib,Калужская губерния,атлас,СерпейскКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/616,
gpib,Калужская губерния,атлас,ТарусаКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/617,
gpib,Калужская губерния,атлас,"А. Ф. Географический и статистический карманныйатласРоссии. - СПб., 1907.",1907,1907,http://elib.shpl.ru/ru/nodes/72362,
gpib,Калужская губерния,атлас,[Атласиллюстраций и карт. – 1802].,1802,1802,http://elib.shpl.ru/ru/nodes/100502,
gpib,Калужская губерния,атлас,"Статистическийатласгорода Москвы. - М., 1890.",1890,1890,http://elib.shpl.ru/ru/nodes/70657,
gpib,Калужская губерния,атлас,"Статистическийатласгорода Москвы. -  М., 1887.",1887,1887,http://elib.shpl.ru/ru/nodes/70658,
gpib,Калужская губерния,атлас,Атлассражений 1866 г. в Австрии №8,1866,1866,http://elib.shpl.ru/ru/nodes/55640,
gpib,Калужская губерния,атлас,Описание рыболовства в северо-западных озерах :  сатласомчертежей и рисунков. - 1875.,1875,1875,http://elib.shpl.ru/ru/nodes/90214,
gpib,Калужская губерния,атлас,Описание рыболовства на Черном и Азовском морях : сатласомчертежей и рисунков. - 1871.,1871,1871,http://elib.shpl.ru/ru/nodes/90213,
gpib,Калужская губерния,атлас,Цылов Н. И.Атласгорода Царского села : с планами города и императорских садов и парков : с подробным,,,http://elib.shpl.ru/ru/nodes/34312,
gpib,Калужская губерния,атлас,Карта Московской промышленной области и Верхняго Поволжья,,,http://elib.shpl.ru/ru/nodes/171,
gpib,Калужская губерния,атлас,православных церквей в белорусскихгуберниях: приложение катласународонаселения Западно-Русского края,,,http://elib.shpl.ru/ru/nodes/65286,
gpib,Калужская губерния,атлас,Схема размещения на территории Тамбовскойгуберниикрупнопоместных дворянских усадеб,,,http://elib.shpl.ru/ru/nodes/109711,
gpib,Калужская губерния,атлас,"Де-Лазари А. Н. Мировая война 1914-1918 гг. :атлассхем к труду А. Зайончковского. - М., 1924.",1914,1924,http://elib.shpl.ru/ru/nodes/90817,
gpib,Калужская губерния,атлас,Атлассражений 1861-1865 гг. в Северной Америке,1861,1865,http://elib.shpl.ru/ru/nodes/55664,
gpib,Калужская губерния,атлас,Карта волостей Курскойгубернии,,,http://elib.shpl.ru/ru/nodes/115467,
gpib,Калужская губерния,атлас,Карта волостей Могилевскойгубернии,,,http://elib.shpl.ru/ru/nodes/115469,
gpib,Калужская губерния,атлас,Карта волостей Киевскойгубернии,,,http://elib.shpl.ru/ru/nodes/115463,
gpib,Калужская губерния,атлас,Квартирная карта войск в Орловскойгуберниив 1840 г.,1840,1840,http://elib.shpl.ru/ru/nodes/116292,
gpib,Калужская губерния,атлас,Квартирная карта Тульскойгубернии1858 г.,,,http://elib.shpl.ru/ru/nodes/116738,
gpib,Калужская губерния,атлас,Квартирная карта Рязанскойгубернии1840 г.,,,http://elib.shpl.ru/ru/nodes/116584,
gpib,Калужская губерния,атлас,Квартирная карта Херсонскойгубернии1838 г.,,,http://elib.shpl.ru/ru/nodes/116802,
gpib,Калужская губерния,атлас,Квартирная карта Тобольскойгубернии1841 г.,,,http://elib.shpl.ru/ru/nodes/116804,
gpib,Калужская губерния,атлас,Квартирная карта Черниговскойгубернии1838 г.,,,http://elib.shpl.ru/ru/nodes/116817,
gpib,Калужская губерния,атлас,Квартирная карта Полтавскойгубернии1840 г.,,,http://elib.shpl.ru/ru/nodes/116462,
gpib,Калужская губерния,атлас,"Озеров И. Х.Атласдиаграмм по экономическим вопросам. - М., 1908-1909.",1908,1909,http://elib.shpl.ru/ru/nodes/88920,
gpib,Калужская губерния,съёмка,КартаКалужскойгубернии,,,http://elib.shpl.ru/ru/nodes/88747,
gpib,Калужская губерния,чертёж,КартаКалужскойгубернии,,,http://elib.shpl.ru/ru/nodes/88747,
gpib,Калужская губерния,топографическая,Инструментальная военно-топографическаясъемка Московскойгуберниив окресностях г. Москвы 1838 г.,1838,1838,http://elib.shpl.ru/ru/nodes/109548,
gpib,Калужская губерния,топографическая,КартаКалужскойгубернии,,,http://elib.shpl.ru/ru/nodes/88747,
gpib,Калужская губерния,топографическая,Остров Геркулес натопографическойкарте,,,http://elib.shpl.ru/ru/nodes/109255,
gpib,Калужская губерния,топографическая,"Военно-топографическаякарта генерального штаба 1892 г. : Р. Волга, Астраханскаягуберния",1892,1892,http://elib.shpl.ru/ru/nodes/115174,
gpib,Калужская губерния,топографическая,Мыс Арктический натопографическойкарте 1950-х гг.,1950,1950,http://elib.shpl.ru/ru/nodes/109284,
gpib,Калужская губерния,топографическая,Мыс Вильда натопографическойкарте,,,http://elib.shpl.ru/ru/nodes/109257,
gpib,Калужская губерния,топографическая,Полуостров Прончищевой натопографическойкарте,,,http://elib.shpl.ru/ru/nodes/109263,
gpib,Калужская губерния,топографическая,Военно-топографическаякарта Богодуховского уезда Харьковскойгубернии,,,http://elib.shpl.ru/ru/nodes/116594,
gpib,Калужская губерния,топографическая,"Сборник географических,топографическихи статистических материалов по Азии. - СПб. 1883-1914.",1883,1914,http://elib.shpl.ru/ru/nodes/53726,
gpib,Калужская губерния,топографическая,Мыс Медвежий Яр натопографическойкарте,,,http://elib.shpl.ru/ru/nodes/109262,
gpib,Калужская губерния,топографическая,Остров Каминского Большой натопографическойкарте,,,http://elib.shpl.ru/ru/nodes/109260,
gpib,Калужская губерния,топографическая,Карта волостей Архангельскойгубернии,,,http://elib.shpl.ru/ru/nodes/115459,
gpib,Калужская губерния,топографическая,"Столпянский Н. П. ДевятьгубернийЗападно-Русского края втопографическом, геогностическом, статистическом",,,http://elib.shpl.ru/ru/nodes/22621,
gpib,Калужская губерния,топографическая,Остров Вардроппера натопографическойкарте,,,http://elib.shpl.ru/ru/nodes/109258,
gpib,Калужская губерния,топографическая,Полуостров Михайлова натопографическойкарте,,,http://elib.shpl.ru/ru/nodes/109259,
gpib,Калужская губерния,топографическая,"Т. 76, № 1 : Диалектологическая картаКалужскойгубернии. - 1903.",1903,1903,http://elib.shpl.ru/ru/nodes/85795,
gpib,Калужская губерния,топографическая,"Руденко Сергей Иванович, Селиверстов Константин Владимирович, Степанов Николай Михайлович",,,http://elib.shpl.ru/ru/nodes/107184,
gpib,Калужская губерния,топографическая,Карта волостей Вологодскойгубернии,,,http://elib.shpl.ru/ru/nodes/115475,
gpib,Калужская губерния,топографическая,Район мыса Стерлегова натопографическойкарте,,,http://elib.shpl.ru/ru/nodes/109254,
gpib,Калужская губерния,топографическая,БоровскКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/607,
gpib,Калужская губерния,топографическая,ЖиздраКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/608,
gpib,Калужская губерния,топографическая,КозельскКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/609,
gpib,Калужская губерния,топографическая,ЛихвинКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/610,
gpib,Калужская губерния,топографическая,МалоярославецКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/611,
gpib,Калужская губерния,топографическая,МедыньКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/612,
gpib,Калужская губерния,топографическая,МещовскКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/613,
gpib,Калужская губерния,топографическая,МосальскКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/614,
gpib,Калужская губерния,топографическая,ПеремышльКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/615,
gpib,Калужская губерния,топографическая,СерпейскКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/616,
gpib,Калужская губерния,топографическая,ТарусаКалужскогоНаместничества,,,http://elib.shpl.ru/ru/nodes/617,
gpib,Калужская губерния,топографическая,Топографическийплан Ираклийского полуострова,,,http://elib.shpl.ru/ru/nodes/79854,
gpib,Калужская губерния,топографическая,Копия военно-топографическойкарты,,,http://elib.shpl.ru/ru/nodes/59629,
gpib,Калужская губерния,топографическая,"Река Бобр и ее долина : военно-топографическийочерк. – Варшава, 1900.",1900,1900,http://elib.shpl.ru/ru/nodes/97293,
gpib,Калужская губерния,топографическая,"Река Бобр и ее долина : военно-топографическоеисследование. – Вильна, 1900.",1900,1900,http://elib.shpl.ru/ru/nodes/97294,
gpib,Калужская губерния,топографическая,1 : Риго-Шавельский район.- Отд.1 : Военно-топографическийочерк. – 1901.,1901,1901,http://elib.shpl.ru/ru/nodes/97416,
